Timestamp,Action Type,Pool,User,Wallet Type,Tagged Name,Tokens In 1,Tokens In Amount 1,Tokens Out 1,Tokens Out Amount 1,Type,Value USD
1669728131000,AddLiquiditySingleToken,stETH 30MAR2023,0x2ec19e982172ead28b312a07faf25105fb3747d8,RETAIL,,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.01638,0x54e28e62ea9e8d755dc6e74674eabe2abfdb004e,0.489407,ADD_LIQUIDITY,1170.57
1669730207000,AddLiquiditySingleToken,stETH 29JUN2023,0xb25024c421d4f8bebe468d3dc353e07868c99901,RETAIL,,0x0000000000000000000000000000000000000000,2.66,0x9ec4c502d989f04ffa9312c9d6e3f872ec91a0f9,1.289182,ADD_LIQUIDITY,3063.08
1669731299000,AddLiquiditySingleToken,stETH 30MAR2023,0x496608153fe92ec8cda182a517940f6e94112916,RETAIL,,0x0000000000000000000000000000000000000000,3.112129,0x54e28e62ea9e8d755dc6e74674eabe2abfdb004e,1.498134,ADD_LIQUIDITY,3584.34
1669732259000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0x3f6e4667fec54733fb3b15993b9ce96b69b65cb3,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,568.786073,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,284.958331,ADD_LIQUIDITY,568.12
1669733759000,AddLiquiditySingleToken,stETH 29JUN2023,0x086f51fced9ff6c742d706c319112359e3658b08,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,5000,0x9ec4c502d989f04ffa9312c9d6e3f872ec91a0f9,2.026972,ADD_LIQUIDITY,4820.63
1669735151000,AddLiquidityDualTokenAndPt,stETH 30MAR2023,0x20eadfcaf91bd98674ff8fc341d148e1731576a4,RETAIL,,0xcf44e8402a99db82d2acccc4d9354657be2121db,41.534461,0x54e28e62ea9e8d755dc6e74674eabe2abfdb004e,41.276978,ADD_LIQUIDITY,98756.93
1669735847000,AddLiquidityDualTokenAndPt,stETH 30MAR2023,0x20eadfcaf91bd98674ff8fc341d148e1731576a4,RETAIL,,0xcf44e8402a99db82d2acccc4d9354657be2121db,12.117431,0x54e28e62ea9e8d755dc6e74674eabe2abfdb004e,12.042312,ADD_LIQUIDITY,28811.76
1669735871000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0xeec2d3701acaf2689c229fab93a80e42e83e2088,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,28000,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,14002.475297,ADD_LIQUIDITY,28021.61
1669738571000,AddLiquiditySingleToken,LOOKS Staking 30MAR2023,0x8dc5567e4e8da85267b5d1bb7803dfbf2804c146,RETAIL,,0x808507121b80c02388fad14726482e061b8da827,40700,0x44474d98d1484c26e8d296a43a721998731cf775,5420.039984,ADD_LIQUIDITY,1669.13
1669738643000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0x193db18a5ef9a0320b7374c1fe8af976235f3211,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,16679.649656,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,8352.059324,ADD_LIQUIDITY,16691.75
1669739459000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0x8dc5567e4e8da85267b5d1bb7803dfbf2804c146,RETAIL,,0x808507121b80c02388fad14726482e061b8da827,30000,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,617.792402,ADD_LIQUIDITY,1234.8
1669739939000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0xe44b88dadbac54ba75beaa07aae99b243b0b9f87,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,15000,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,7502.201368,ADD_LIQUIDITY,15011.34
1669740731000,AddLiquiditySingleToken,stETH 29JUN2023,0x193db18a5ef9a0320b7374c1fe8af976235f3211,RETAIL,,0x0000000000000000000000000000000000000000,12,0x9ec4c502d989f04ffa9312c9d6e3f872ec91a0f9,5.79744,ADD_LIQUIDITY,13819.29
1669740887000,SwapYtForToken,FRAXUSDC_CurveLP Convex 30MAR2023,0x8c102885948729634d7c806ce2030fc3351da1cd,RETAIL,,0xc5cd692e9b4622ab8cdb57c83a0f99f874a169cd,13294.836761,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,121.068837,SWAP_YT,116.3
1669741775000,SwapTokenForPt,LOOKS Staking 30MAR2023,0xd838be76e62a0995aeb0aa9ff69ab07d790aa267,RETAIL,,0xf4d2888d29d722226fafa5d9b24f9164c092421e,3512.798544,0x293811f161fbfea8f417e222b226bb821548ba63,3887.917005,SWAP_PT,449.98
1669742339000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0x8eb354f1cbb0ab7ef0d038883b4c1065e008453f,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,9504.285395,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,4758.879842,ADD_LIQUIDITY,9510.91
1669742471000,AddLiquiditySingleToken,stETH 29JUN2023,0xfefdfdd1a628941b94e8ff8b9afba2291099154b,RETAIL,,0x0000000000000000000000000000000000000000,10,0x9ec4c502d989f04ffa9312c9d6e3f872ec91a0f9,4.824139,ADD_LIQUIDITY,11516.05
1669746215000,AddLiquiditySingleToken,stETH 29JUN2023,0x8ed2b62f6bc83bfbc3380e5fa1271e95f38837e3,RETAIL,,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,2,0x9ec4c502d989f04ffa9312c9d6e3f872ec91a0f9,1.059591,ADD_LIQUIDITY,2530.12
1669750415000,AddLiquiditySingleToken,stETH 29JUN2023,0x172c33b4935649a95e91c2da28b52b58dc61bcf9,RETAIL,,0x808507121b80c02388fad14726482e061b8da827,175000,0x9ec4c502d989f04ffa9312c9d6e3f872ec91a0f9,2.870064,ADD_LIQUIDITY,6857.99
1669753859000,AddLiquiditySingleToken,stETH 29JUN2023,0x3545df291b9c7b6fadf7248329d3d86e28dcaf22,RETAIL,,0x808507121b80c02388fad14726482e061b8da827,57496.446,0x9ec4c502d989f04ffa9312c9d6e3f872ec91a0f9,0.923604,ADD_LIQUIDITY,2207.4
1669757915000,SwapYtForToken,stETH 29JUN2023,0x8dc5567e4e8da85267b5d1bb7803dfbf2804c146,RETAIL,,0x0d459a3287afec25c0580691e9944d65feabb155,31.247286,0x808507121b80c02388fad14726482e061b8da827,40000,SWAP_YT,1479.18
1669758659000,AddLiquiditySingleToken,LOOKS Staking 30MAR2023,0x2d0beb550118319afa2dde4aa042a35be7aa2e94,RETAIL,,0x808507121b80c02388fad14726482e061b8da827,83047.817502,0x44474d98d1484c26e8d296a43a721998731cf775,10067.160446,ADD_LIQUIDITY,3142.26
1669760675000,SwapYtForToken,LOOKS Staking 30MAR2023,0x8dc5567e4e8da85267b5d1bb7803dfbf2804c146,RETAIL,,0xc20dc81e8844f8ff154a67003849cea8e951dedc,26487.507022,0x808507121b80c02388fad14726482e061b8da827,11337.611,SWAP_YT,415.59
1669760915000,AddLiquidityDualTokenAndPt,stETH 29JUN2023,0x20eadfcaf91bd98674ff8fc341d148e1731576a4,RETAIL,,0xb3b61d1587c05eadec579b616c45939f19435703,62.301692,0x9ec4c502d989f04ffa9312c9d6e3f872ec91a0f9,50.96945,ADD_LIQUIDITY,120851.49
1669762019000,SwapYtForSy,stETH 29JUN2023,0x20eadfcaf91bd98674ff8fc341d148e1731576a4,RETAIL,,0x0d459a3287afec25c0580691e9944d65feabb155,10,0xcbc72d92b2dc8187414f6734718563898740c0bc,0.332571,SWAP_YT,420.83
1669762199000,SwapYtForSy,stETH 29JUN2023,0x20eadfcaf91bd98674ff8fc341d148e1731576a4,RETAIL,,0x0d459a3287afec25c0580691e9944d65feabb155,12.614766,0xcbc72d92b2dc8187414f6734718563898740c0bc,0.362659,SWAP_YT,458.9
1669767539000,AddLiquiditySingleToken,LOOKS Staking 30MAR2023,0xca3121d4459f3908ec0a39c1f88d7b64855664bb,RETAIL,,0xf4d2888d29d722226fafa5d9b24f9164c092421e,6781.296645,0x44474d98d1484c26e8d296a43a721998731cf775,2828.628655,ADD_LIQUIDITY,887.69
1669770263000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0xa800fe5e671e26ea3bf7651529ca195ff3eb45b1,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2493.671516,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,1247.315545,ADD_LIQUIDITY,2489.75
1669770407000,AddLiquiditySingleToken,stETH 30MAR2023,0x193db18a5ef9a0320b7374c1fe8af976235f3211,RETAIL,,0x0000000000000000000000000000000000000000,20,0x54e28e62ea9e8d755dc6e74674eabe2abfdb004e,9.619584,ADD_LIQUIDITY,23362.06
1669772003000,AddLiquiditySingleToken,stETH 30MAR2023,0x95bd54a801a7234de09c01b4ea53a92e03617bb9,RETAIL,,0x808507121b80c02388fad14726482e061b8da827,25784.021596,0x54e28e62ea9e8d755dc6e74674eabe2abfdb004e,0.408915,ADD_LIQUIDITY,993.12
1669773935000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0xf217de9e1442b1f61cee9dac2a07bea96d83e06c,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1000,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,500.15616,ADD_LIQUIDITY,998.44
1669775015000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0x808af82545a721c06d1fccebea915a6f5128bef9,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2004.733199,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,1002.527477,ADD_LIQUIDITY,2001.63
1669775219000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0xa800fe5e671e26ea3bf7651529ca195ff3eb45b1,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1601.238105,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,800.627707,ADD_LIQUIDITY,1598.72
1669781567000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0x193db18a5ef9a0320b7374c1fe8af976235f3211,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,10000,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,5005.793168,ADD_LIQUIDITY,10002.94
1669782395000,AddLiquiditySingleToken,LOOKS Staking 30MAR2023,0x8f1e112cd4d1a96935deff32d2407a9577888888,RETAIL,,0xf4d2888d29d722226fafa5d9b24f9164c092421e,200000,0x44474d98d1484c26e8d296a43a721998731cf775,78802.747469,ADD_LIQUIDITY,26185.05
1669783955000,AddLiquidityDualTokenAndPt,LOOKS Staking 30MAR2023,0x8f1e112cd4d1a96935deff32d2407a9577888888,RETAIL,,0x293811f161fbfea8f417e222b226bb821548ba63,31574.666905,0x44474d98d1484c26e8d296a43a721998731cf775,44853.495102,ADD_LIQUIDITY,14904.42
1669787903000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0xa800fe5e671e26ea3bf7651529ca195ff3eb45b1,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,682.842664,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,341.171816,ADD_LIQUIDITY,681.78
1669788443000,AddLiquiditySingleToken,stETH 30MAR2023,0x44d5a0b1e165a17c16d940ca774a28e62d4b44b0,RETAIL,,0x0000000000000000000000000000000000000000,0.4,0x54e28e62ea9e8d755dc6e74674eabe2abfdb004e,0.192374,ADD_LIQUIDITY,467.23
1669790015000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0xd27bfa0bb69bd04cb869660b2ef97acf0ee3a707,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1000,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,499.610195,ADD_LIQUIDITY,998.46
1669790087000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0xd27bfa0bb69bd04cb869660b2ef97acf0ee3a707,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,21227.177932,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,10612.942798,ADD_LIQUIDITY,21233.97
1669794587000,SwapYtForToken,LOOKS Staking 30MAR2023,0x0a4ea2fdfad07d035fa20cf13b7e8813ac5dca22,RETAIL,,0xc20dc81e8844f8ff154a67003849cea8e951dedc,27150.83135,0xf4d2888d29d722226fafa5d9b24f9164c092421e,900,SWAP_YT,115.6
1669795139000,SwapYtForSy,stETH 29JUN2023,0x20eadfcaf91bd98674ff8fc341d148e1731576a4,RETAIL,,0x0d459a3287afec25c0580691e9944d65feabb155,5,0xcbc72d92b2dc8187414f6734718563898740c0bc,0.134706,SWAP_YT,172.88
1669796783000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0xd27bfa0bb69bd04cb869660b2ef97acf0ee3a707,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,13000,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,6502.813883,ADD_LIQUIDITY,13004.46
1669798067000,SwapYtForToken,LOOKS Staking 30MAR2023,0x8dc5567e4e8da85267b5d1bb7803dfbf2804c146,RETAIL,,0xc20dc81e8844f8ff154a67003849cea8e951dedc,67251.080654,0x808507121b80c02388fad14726482e061b8da827,21400,SWAP_YT,824.82
1669799687000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0x0a4ea2fdfad07d035fa20cf13b7e8813ac5dca22,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,9920,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,4960.09939,ADD_LIQUIDITY,9923.51
1669800455000,AddLiquiditySingleToken,stETH 30MAR2023,0xa2e5dbd496e25a194a11fc3e4ad5ada199e827f4,RETAIL,,0x0000000000000000000000000000000000000000,10,0x54e28e62ea9e8d755dc6e74674eabe2abfdb004e,4.808021,ADD_LIQUIDITY,11681.24
1669803371000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0x3f5c2be8b6e799fd388d9d1da2b87e4da62f505a,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,500,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,249.528357,ADD_LIQUIDITY,499.23
1669804967000,SwapYtForToken,FRAXUSDC_CurveLP Convex 30MAR2023,0x8dc5567e4e8da85267b5d1bb7803dfbf2804c146,RETAIL,,0xc5cd692e9b4622ab8cdb57c83a0f99f874a169cd,27378.143036,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,313.963751,SWAP_YT,303.56
1669805903000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0x34cae1d9e2d014b7b9e6295c66c554d7e79713d3,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,10000,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,5009.475127,ADD_LIQUIDITY,10003.14
1669806347000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0x2c0bc901d031649d805f6ec823e2b22f12c9bd42,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,10000,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,5006.686401,ADD_LIQUIDITY,10003.11
1669806839000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0x34cae1d9e2d014b7b9e6295c66c554d7e79713d3,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,15000,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,7504.763431,ADD_LIQUIDITY,15004.79
1669806899000,AddLiquiditySingleToken,LOOKS Staking 30MAR2023,0x2c0bc901d031649d805f6ec823e2b22f12c9bd42,RETAIL,,0xf4d2888d29d722226fafa5d9b24f9164c092421e,3195.085652,0x44474d98d1484c26e8d296a43a721998731cf775,1294.439702,ADD_LIQUIDITY,418.31
1669807091000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0x2c0bc901d031649d805f6ec823e2b22f12c9bd42,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,20000,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,9998.885157,ADD_LIQUIDITY,20006.82
1669810763000,AddLiquiditySingleToken,LOOKS Staking 30MAR2023,0xfa2a0d043649eb88cd9c1af611f3434d4d61a101,RETAIL,,0xf4d2888d29d722226fafa5d9b24f9164c092421e,41947.005177,0x44474d98d1484c26e8d296a43a721998731cf775,16881.62482,ADD_LIQUIDITY,5490.92
1669825619000,AddLiquiditySingleToken,stETH 30MAR2023,0x0a4ea2fdfad07d035fa20cf13b7e8813ac5dca22,RETAIL,,0xae7ab96520de3a18e5e111b5eaab095312d7fe84,4.5,0x54e28e62ea9e8d755dc6e74674eabe2abfdb004e,2.16306,ADD_LIQUIDITY,5255.72
1669830155000,SwapYtForToken,FRAXUSDC_CurveLP Convex 30MAR2023,0x8dc5567e4e8da85267b5d1bb7803dfbf2804c146,RETAIL,,0xc5cd692e9b4622ab8cdb57c83a0f99f874a169cd,55077.604482,0x808507121b80c02388fad14726482e061b8da827,20000,SWAP_YT,883.23
1669838567000,SwapYtForSy,FRAXUSDC_CurveLP Convex 30MAR2023,0x0a4ea2fdfad07d035fa20cf13b7e8813ac5dca22,RETAIL,,0xc5cd692e9b4622ab8cdb57c83a0f99f874a169cd,10402.993614,0xd393d1ddd6b8811a86d925f5e14014282581bc04,141.958313,SWAP_YT,142.13
1669845215000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0x0a4ea2fdfad07d035fa20cf13b7e8813ac5dca22,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,10000,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,5009.599767,ADD_LIQUIDITY,10001.9
1669854959000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0xa800fe5e671e26ea3bf7651529ca195ff3eb45b1,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1210.163384,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,605.177205,ADD_LIQUIDITY,1207.56
1669856339000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0xa86be2739f3cef5ca9e138c166751b4f6edda2db,RETAIL,,0x3175df0976dfa876431c2e9ee6bc45b65d3473cc,11990,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,6007.623988,ADD_LIQUIDITY,11995.47
1669857299000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0x34dc6c5d45f7fb580822e35c4b607b47a74a96ce,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,11080.28023,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,5544.202809,ADD_LIQUIDITY,11076.04
1669859231000,AddLiquiditySingleToken,stETH 30MAR2023,0x193db18a5ef9a0320b7374c1fe8af976235f3211,RETAIL,,0x0000000000000000000000000000000000000000,24,0x54e28e62ea9e8d755dc6e74674eabe2abfdb004e,11.529072,ADD_LIQUIDITY,30711.6
1669862363000,AddLiquiditySingleToken,stETH 29JUN2023,0x193db18a5ef9a0320b7374c1fe8af976235f3211,RETAIL,,0x0000000000000000000000000000000000000000,19.8,0x9ec4c502d989f04ffa9312c9d6e3f872ec91a0f9,9.540959,ADD_LIQUIDITY,25333.29
1669864955000,AddLiquiditySinglePt,stETH 30MAR2023,0x0a4ea2fdfad07d035fa20cf13b7e8813ac5dca22,RETAIL,,0xcf44e8402a99db82d2acccc4d9354657be2121db,5.493237,0x54e28e62ea9e8d755dc6e74674eabe2abfdb004e,2.601396,ADD_LIQUIDITY,6928.36
1669865171000,AddLiquiditySingleToken,FRAXUSDC_CurveLP Convex 30MAR2023,0x808af82545a721c06d1fccebea915a6f5128bef9,RETAIL,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2874.675491,0x7b246b8dbc2a640bf2d8221890cee8327fc23917,1435.733128,ADD_LIQUIDITY,2868.66
1669873079000,AddLiquiditySingleToken,LOOKS Staking 30MAR2023,0x4c9f7207be28278b9dca129f2e211acfff48fb01,RETAIL,,0xf4d2888d29d722226fafa5d9b24f9164c092421e,141034.927134,0x44474d98d1484c26e8d296a43a721998731cf775,55770.495975,ADD_LIQUIDITY,21017.56
1669873283000,AddLiquiditySingleToken,LOOKS Staking 30MAR2023,0x4c9f7207be28278b9dca129f2e211acfff48fb01,RETAIL,,0xf4d2888d29d722226fafa5d9b24f9164c092421e,100000.6504,0x44474d98d1484c26e8d296a43a721998731cf775,39229.767691,ADD_LIQUIDITY,14905.33
1669874291000,SwapYtForToken,LOOKS Staking 30MAR2023,0x0a4ea2fdfad07d035fa20cf13b7e8813ac5dca22,RETAIL,,0xc20dc81e8844f8ff154a67003849cea8e951dedc,23159.752117,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,100,SWAP_YT,100.71
1669874783000,SwapYtForToken,LOOKS Staking 30MAR2023,0x0a4ea2fdfad07d035fa20cf13b7e8813ac5dca22,RETAIL,,0xc20dc81e8844f8ff154a67003849cea8e951dedc,28009.758902,0xf4d2888d29d722226fafa5d9b24f9164c092421e,1372,SWAP_YT,201.9
1669875515000,SwapYtForToken,LOOKS Staking 30MAR2023,0x0a4ea2fdfad07d035fa20cf13b7e8813ac5dca22,RETAIL,,0xc20dc81e8844f8ff154a67003849cea8e951dedc,21561.211673,0xf4d2888d29d722226fafa5d9b24f9164c092421e,1350,SWAP_YT,199.23
1669878575000,AddLiquiditySingleToken,stETH 29JUN2023,0x4c9f7207be28278b9dca129f2e211acfff48fb01,RETAIL,,0x0000000000000000000000000000000000000000,25,0x9ec4c502d989f04ffa9312c9d6e3f872ec91a0f9,12.02686,ADD_LIQUIDITY,31988.25
1669878623000,AddLiquiditySingleToken,stETH 30MAR2023,0x4c9f7207be28278b9dca129f2e211acfff48fb01,RETAIL,,0x0000000000000000000000000000000000000000,25,0x54e28e62ea9e8d755dc6e74674eabe2abfdb004e,12.005522,ADD_LIQUIDITY,31991.99
1669888499000,RemoveLiquiditySingleToken,LOOKS Staking 30MAR2023,0xca3121d4459f3908ec0a39c1f88d7b64855664bb,RETAIL,,0x44474d98d1484c26e8d296a43a721998731cf775,2828.628655,0xf4d2888d29d722226fafa5d9b24f9164c092421e,7089.98234,REMOVE_LIQUIDITY,1057.04
1669891691000,AddLiquiditySingleToken,stETH 30MAR2023,0x2c0bc901d031649d805f6ec823e2b22f12c9bd42,RETAIL,,0x0000000000000000000000000000000000000000,9,0x54e28e62ea9e8d755dc6e74674eabe2abfdb004e,4.321315,ADD_LIQUIDITY,11517.26
1669893779000,SwapYtForToken,stETH 29JUN2023,0x7a1f999a9501d50861cd54bd6dd2a001eb6ed807,RETAIL,,0x0d459a3287afec25c0580691e9944d65feabb155,11.048295,0xae7ab96520de3a18e5e111b5eaab095312d7fe84,0.3,SWAP_YT,375.41
